bloomberg_ticker
WRT1V FH
SAA1V FH
SAMPO FH
UPONOR FH
KESKOB FH
CTY1S FH
UPM FH
TYRES FH
OUT1V FH
HUH1V FH
METSB FH
STERV FH
TIETO FH
NESTE FH
KNEBV FH
CGCBV FH
CAV1V FH
VALMT FH
KCR FH
YIT FH
ORNBV FH
TOKMAN FH
QTCOM FH
ROVIO FH
TTALO FH
KOJAMO FH
MUSTI FH
NELES FH
MOCORP FH
EDEN FP
SQNS US
NK FP
VLA FP
BIM FP
NXI FP
PUB FP
EO FP
ORA FP
FFP FP
RUI FP
FR FP
CRI FP
RF FP
AC FP
DSY FP
CNP FP
MMT FP
TFI FP
TEP FP
GLE FP
DBG FP
TRI FP
SU FP
VIV FP
EN FP
CGG FP
DIM FP
SK FP
ORP FP
SGO FP
MF FP
SOP FP
CA FP
ATO FP
VCT FP
CLA FP
AIR FP
ERA FP
VIE FP
OR FP
AM FP
HO FP
CAP FP
CO FP
ITP FP
ILD FP
BOL FP
GLO FP
POM FP
MMB FP
RI FP
BB FP
RMS FP
MRN FP
RXL FP
KER FP
ATE FP
QDT FP
EL FP
ACA FP
VIRP FP
SW FP
CS FP
NEX FP
DEC FP
BEN FP
BNP FP
MC FP
SOI FP
ML FP
RNO FP
RCO FP
SAN FP
SAF FP
ENGI FP
ALO FP
FNAC FP
ETL FP
EDF FP
CRTO US
IPN FP
TKTT FP
GTT FP
ELIOR FP
WLN FP
COFA FP
VLTSA FP
KOF FP
FGR FP
AKE FP
FP FP
ADP FP
IPS FP
ABIO FP
ELIS FP
KORI FP
KN FP
SPIE FP
UBI FP
SCR FP
AMUN FP
AKA FP
MDM FP
TLND US
DG FP
BN FP
AI FP
BVI FP
GET FP
XFAB FP
ALD FP
SEV FP
SMCP FP
LR FP
NEOEN FP
VRLA FP
FDJ FP
BNR GR
SAX GR
NOEJ GR
SMHN GR
BOSS GR
TLX GR
O2D GR
GYC GR
LEG GR
EVK GR
KGX GR
DBAN GR
OSR GR
VNA GR
DIC GR
STM GR
ZAL GR
HLE GR
WAF GR
ADJ GR
PBB GR
SBS GR
G24 GR
1COV GR
SHA GR
CCAP GR
HLAG GR
ADS GR
CBK GR
FRE GR
UTDI GR
FIE GR
HNR1 GR
G1A GR
DEZ GR
PSM GR
CON GR
DPW GR
BVB GR
MRK GR
DEQ GR
RWE GR
SGL GR
SAP GR
EOAN GR
HEN GR
CEC GR
PUM GR
BAYN GR
BAS GR
BEI GR
HOT GR
GBF GR
DUE GR
HEI GR
FME GR
ZIL2 GR
ALV GR
SIX2 GR
LHA GR
MUV2 GR
RHM GR
HDD GR
SZG GR
AIXA GR
JEN GR
VOW GR
KRN GR
DAI GR
MOR GR
JUN3 GR
NEM GR
ADV GR
TPE GR
GFT GR
SIE GR
CWC GR
DBK GR
BMW GR
SDF GR
TTK GR
COK GR
LEO GR
SZU GR
VAR1 GR
EVT GR
DTE GR
SRT GR
SRT3 GR
EVD GR
IFX GR
RAA GR
AFX GR
AOF GR
BC8 GR
DLG GR
DB1 GR
FRA GR
ARL GR
LXS GR
NDX1 GR
MTX GR
DWNI GR
WCH GR
MBB GR
KCO GR
VBK GR
SY1 GR
F3C GR
AR4 GR
NB2 GR
SHF GR
UN01 GR
SAE GR
FTK GR
DHER GR
COP GR
WAC GR
FNTN GR
GXI GR
SFQ GR
HHFA GR
HYQ GR
ZO1 GR
S92 GR
B4B GR
JST GR
AT1 GR
SOW GR
HFG GR
BFSA GR
DRI GR
DMP GR
INS GR
SHL GR
DWS GR
KBX GR
ECV GR
JMIA US
8TRA GR
TMV GR
BNTX US
KYG ID
FLTR ID
GLB ID
CRH ID
KSP ID
IR5B ID
DHG ID
TOT ID
RYA ID
SKG ID
FLY US
BIRG ID
GVR ID
AIBG ID
UPR ID
AZRG IT
FIBI IT
ICL IT
MZTF IT
PTNR IT
MLSR IT
POLI IT
LUMI IT
STRS IT
BEZQ IT
DSCT IT
NICE IT
SAE IT
RDHL US
TEVA US
RMLI IT
SFER IM
BC IM
TRN IM
AZM IM
SRS IM
ERG IM
UCG IM
IRE IM
REY IM
MS IM
UNI IM
US IM
G IM
AT IM
BPE IM
ISP IM
BRE IM
MB IM
CASS IM
DLG IM
PRT IM
HER IM
TOD IM
IP IM
AGL IM
A2A IM
ACE IM
BZU IM
IF IM
SRG IM
TIT IM
ATL IM
CE IM
ENEL IM
ENI IM
CEM IM
TEN IM
WBD IM
REC IM
CPR IM
MARR IM
LDO IM
SES IM
TIP IM
SFL IM
MONC IM
ANIM IM
FBK IM
CERV IM
TNXT IM
AMP IM
PIA IM
RWAY IM
OVS IM
BGN IM
